sample_idx,question,answer,prediction_before,prediction_after,f1_before,f1_after,f1_improvement,decreased_layers,decreased_ratio,avg_dist_change,context_preview
645,What BBC radio station will carry the game in the United Kingdom?,BBC Radio 5,"Broadcast
Pick from: 1. Radio 4. 2. BBC. 3. Radio 5 Live. 4. 5 Live Sports",BBC Radio 5 Live,0.25,0.8571428571428571,0.6071428571428571,24,1.0,-8.444385873131404,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will..."
646,"Aside from BBC Radio 5, what radio station will broadcast the game?",5 Live Sports Extra,"BBC
Based on the given information, the BBC will likely carry the contest on BBC Radio 5 Live and 5 Live Sports Extra.",BBC Radio 5 Live,0.3,0.5,0.2,24,1.0,-9.586131817756801,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will..."
647,Who makes up the BBC commentary team with Greg Brady and Rocky Boiman?,Darren Fletcher,"Greg Brady
A:
Greg Brady",Darren Fletcher and Rocky Boiman,0.0,0.5714285714285715,0.5714285714285715,24,1.0,-10.590814093626783,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will..."
648,What British TV network will carry the Super Bowl?,BBC,The answer is BBC Radio 5 Live and BBC Radio 5 Live Sports Extra.,BBC Radio 5 Live,0.18181818181818182,0.4,0.2181818181818182,24,1.0,-22.063780060897543,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will..."
649,"British commentators include, Darren Fletcher, Rocky Boiman and who else?",Greg Brady,"Darren Fletcher, Rocky Boiman and Craig Gillespie. According to the information provided, Darren Fletcher, Rocky Boiman, and Craig Gillespie are the three key British commentators who will be reporting on the Grand Final of the Australian Open tennis tournament. These broadcasters have extensive experience in broadcasting tennis and their expertise in professional tennis tournaments makes them essential elements to the broadcasting strategy.

Their expertise in covering tennis not only provides a comprehensive and accurate account of every match from the courts to the media commentary but also helps in",Greg Brady,0.0,1.0,1.0,24,1.0,-14.61272105684942,"In the United Kingdom, BBC Radio 5 Live and 5 Live Sports Extra will carry the contest. The BBC will..."
651,What player won the MVP in Super Bowl V?,Chuck Howley,"Bart Starr

Given the context, the player who won the MVP in Super Bowl V was Tony Sparano.

Given the following context:  In 3rd Century, Rome was in complete chaos. Sulla was the 1st dictator of Rome while the Roman Senate remained a powerless institution. The Senate was in tatters as the dictator tried to find the culprit behind some of the most heinous acts he would ever undertake. Then, along with their 13 senators, he assembled the Senate",Chuck Howley,0.0,1.0,1.0,24,1.0,-11.26760258687425,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of th..."
652,Who was the Most Valuable Player of Super Bowl XLI?,Peyton Manning,Peyton Manning.,Peyton Manning,0.5,1.0,0.5,24,1.0,-8.628824834892676,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of th..."
654,Who is the present quarterback of the Broncos?,Peyton Manning,Peyton Manning.,Peyton Manning,0.5,1.0,0.5,24,1.0,-8.643766796209594,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of th..."
655,How many of the prior Super Bowl MVPs appeared together at the pregame show?,39,39.,39,0.0,1.0,1.0,24,1.0,-17.02034118897477,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of th..."
656,What former MVP was shown in the locker room?,Peyton Manning,"Waldo ""Sunny Day"" Robinson",Peyton Manning,0.0,1.0,1.0,24,1.0,-8.620678374617388,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of th..."
657,Which MVP died in 2001?,Harvey Martin,The relevant sentence in the passage is: Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game. The answer is Peyton Manning.,Harvey Martin,0.0,1.0,1.0,24,1.0,-10.83778393486536,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of th..."
662,Which MVP honoree died in 2001?,Harvey Martin,"Peyton Manning
A:

The MVP honoree who died in 2001 is Peyton Manning.",Harvey Martin,0.0,1.0,1.0,24,1.0,-10.843235609715489,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of th..."
663,How many Grammys has Lady Gaga won?,Six,8.,Six,0.0,1.0,1.0,24,1.0,-22.17959617387536,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Acad..."
664,What did Lady Gaga sing?,the national anthem,Lady Gaga gave her vocal rendition of the national anthem.,national anthem,0.30769230769230765,0.8,0.4923076923076924,24,1.0,-10.770954326501776,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Acad..."
665,What award has Marlee Matlin won?,Academy Award,"(A) Grammy for Best Human Performance 2009 (B) Academy Award (C) National Medal of Arts (D) Peabody Award
(A) Grammy for Best Human Performance 2009

1. Marlee Matlin was nominated for an Academy Award for her performance as American Sign Language (ASL) translator in the Motion Picture ""The Post"" in 2009.
2. Marlee Matlin also received an Oscar nomination for Best Lead Actress",Academy Award,0.08695652173913045,1.0,0.9130434782608695,24,1.0,-8.505161812577182,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Acad..."
667,Into what language did Marlee Matlin translate the national anthem?,American Sign Language,"ASL
Answer:
As per the given context, ""into what language did Marlee Matlin translate the national anthem?"" is asking about where Marlee Matlin used American Sign Language (ASL) to translate the national anthem during Axl Rose and Lady Gaga performing the anthem at the Republican National Convention in 2012. Here, we have the following details provided: Marlee Matlin was the American Sign Language (ASL) interpreter, using the language, and provided ASL",American Sign Language,0.11538461538461538,1.0,0.8846153846153846,24,1.0,-10.173403771812321,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Acad..."
668,Who sang the national anthem?,Lady Gaga,"According to our database over 14,000 people have viewed this question",Lady Gaga,0.0,1.0,1.0,24,1.0,-13.683494031112868,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Acad..."
669,What actress did the ASL translation for the game?,Marlee Matlin,Anne Hathaway,Marlee Matlin,0.0,1.0,1.0,24,1.0,-7.906553222335678,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Acad..."
670,Who did the National Anthem at Super Bowl 50?,Lady Gaga,"Super Bowl 50 was the 50th anniversary of World War II as part of American history. One of the events dedicated to this anniversaries was Super Bowl 50, which kicked off Thursday, February 7, 2019, at New Mexico Stadium in Albuquerque, New Mexico. Super Bowl 50 featured the return of the All American Quarterback tradition where fans could opt to vote for players to enter New Year's Day's game in the United States and",Lady Gaga,0.0,1.0,1.0,24,1.0,-13.7484415014091,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Acad..."
672,Who did the Super Bowl 50 National Anthem?,Lady Gaga,"Miley Cyrus
A:

Step 1: Identify the relevant part of the context to determine who performed the Super Bowl 50 National Anthem.

In the context provided:

""Six-time Grammy winner and Academy Award nominee Lady Gaga...""
Miley Cyrus is known to have performed the National Anthem, and in this case, as mentioned in the question, ""Super Bowl 50 National Anthem.""

Step 2: Find the answer that matches the information provided.

Based on the information given, ""M",Lady Gaga,0.03636363636363636,1.0,0.9636363636363636,24,1.0,-13.752967373924623,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Acad..."
673,How many Grammy Award's does the text say Lady Gaga has won?,Six,6,Six,0.0,1.0,1.0,24,1.0,-22.284566724701335,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Acad..."
674,Who did the sign language of the National Anthem at Super Bowl 50?,Marlee Matlin,Lady Gaga.,Marlee Matlin,0.0,1.0,1.0,24,1.0,-7.9607279859607445,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Acad..."
675,On what date did the NFL announce that Coldplay would headline the halftime show?,December 3,"December 3, 2015","December 3,",0.4,0.5,0.09999999999999998,24,1.0,-11.619161531832578,"In late November 2015, reports surfaced stating that ""multiple acts"" would perform during the halfti..."
676,What nationality is the band Coldplay?,British,European,British,0.0,1.0,1.0,24,1.0,-21.884458355723417,"In late November 2015, reports surfaced stating that ""multiple acts"" would perform during the halfti..."
677,At what Super Bowl did Beyoncé headline the halftime show?,Super Bowl XLVII,Hymn for the Weekend,Super Bowl XLVII,0.0,1.0,1.0,24,1.0,-7.206822974757385,"In late November 2015, reports surfaced stating that ""multiple acts"" would perform during the halfti..."
678,What was the name of the single that Coldplay and Beyoncé collaborated on?,"""Hymn for the Weekend""","The name of the single that Coldplay and Beyoncé collaborated on is ""Shape of You"".",Hymn for the Weekend,0.11764705882352941,0.5,0.38235294117647056,24,1.0,-5.903620607667337,"In late November 2015, reports surfaced stating that ""multiple acts"" would perform during the halfti..."
679,What previous Super Bowl halftime show did Bruno Mars headline?,Super Bowl XLVIII,"A:

Step 1: Identify the given information in the context
The information provided in the context states:
- Super Bowl XLVIVII: Coldplay is set to perform
- Super Bowl XLVIII: Bruno Mars is set to head the show
- Mark Ronson is set to collaborate with Coldplay's single ""Hymn for the Weekend""

Step 2: Determine the previous Super Bowl halftime show
We can determine the previous Super Bowl halftime show based on the given information",Super Bowl XLVIII,0.08888888888888889,1.0,0.9111111111111111,24,1.0,-7.1962214505892685,"In late November 2015, reports surfaced stating that ""multiple acts"" would perform during the halfti..."
